Date,Open,High,Low,Close,Volume
2012-04-02,12600.0,12650.0,12550.0,12570.0,26800.0
2012-04-03,12640.0,12640.0,12290.0,12350.0,9700.0
2012-04-04,12400.0,12460.0,12200.0,12240.0,14100.0
2012-04-05,12020.0,12450.0,12020.0,12360.0,10500.0
2012-04-06,12280.0,12280.0,12100.0,12130.0,25400.0
2012-04-09,12000.0,12120.0,12000.0,12030.0,16900.0
2012-04-10,12050.0,12220.0,12000.0,12040.0,6800.0
2012-04-11,11850.0,11960.0,11820.0,11920.0,11500.0
2012-04-12,11920.0,11930.0,11720.0,11810.0,9400.0
2012-04-13,11920.0,11930.0,11720.0,11810.0,0.0
2012-04-16,11240.0,11350.0,11200.0,11210.0,17700.0
2012-04-17,11210.0,11350.0,11120.0,11170.0,10400.0
2012-04-18,11340.0,11400.0,11270.0,11270.0,12600.0
2012-04-19,11170.0,11370.0,11170.0,11310.0,13000.0
2012-04-20,11300.0,11520.0,11300.0,11400.0,15800.0
2012-04-23,11400.0,11650.0,11300.0,11370.0,10200.0
2012-04-24,11280.0,11360.0,11140.0,11190.0,14500.0
2012-04-25,11290.0,11320.0,11230.0,11250.0,5400.0
2012-04-26,11320.0,11470.0,11300.0,11470.0,6800.0
2012-04-27,11260.0,11340.0,10700.0,10840.0,46000.0
2012-05-01,10780.0,10830.0,10320.0,10330.0,15700.0
2012-05-02,10450.0,10560.0,10370.0,10460.0,10000.0
2012-05-07,10160.0,10250.0,10050.0,10120.0,20600.0
2012-05-08,10100.0,10200.0,10040.0,10040.0,15700.0
2012-05-09,9980.0,9980.0,10100.0,10100.0,23200.0
2012-05-10,10080.0,10400.0,10080.0,10360.0,13500.0
2012-05-11,10230.0,9800.0,10230.0,9800.0,30500.0
2012-05-14,9750.0,9900.0,9700.0,9800.0,17300.0
2012-05-15,9650.0,9670.0,9390.0,9390.0,19100.0
2012-05-16,9300.0,9560.0,9290.0,9410.0,18200.0
2012-05-17,9430.0,9530.0,9350.0,9490.0,11800.0
2012-05-18,9260.0,9380.0,9120.0,9290.0,23800.0
2012-05-21,9180.0,9270.0,9170.0,9180.0,9000.0
2012-05-22,9290.0,9460.0,9290.0,9320.0,7900.0
2012-05-23,9250.0,9280.0,9050.0,9060.0,36600.0
2012-05-24,8910.0,9070.0,8710.0,8990.0,27700.0
2012-05-25,8980.0,9070.0,8750.0,8870.0,16900.0
2012-05-28,8940.0,9220.0,8940.0,9190.0,13400.0
2012-05-29,9040.0,9240.0,9020.0,9210.0,9100.0
2012-05-30,9180.0,9190.0,8900.0,9020.0,19600.0
2012-05-31,8780.0,9060.0,8750.0,9020.0,9800.0
2012-06-01,8960.0,9040.0,8900.0,8980.0,14200.0
2012-06-04,8830.0,9010.0,8750.0,9000.0,14100.0
2012-06-05,9070.0,9390.0,9060.0,9330.0,13300.0
2012-06-06,9280.0,9280.0,9000.0,9080.0,26500.0
2012-06-07,9180.0,9210.0,8990.0,9050.0,16500.0
2012-06-08,9010.0,9010.0,8720.0,8740.0,108400.0
2012-06-11,8770.0,8900.0,8650.0,8770.0,18200.0
2012-06-12,8770.0,8790.0,8580.0,8770.0,29200.0
2012-06-13,8810.0,9020.0,8770.0,9010.0,9500.0
2012-06-14,9030.0,9050.0,8860.0,9020.0,9900.0
2012-06-15,8970.0,9080.0,8960.0,8970.0,9400.0
2012-06-18,9210.0,9310.0,9130.0,9130.0,13300.0
2012-06-19,9100.0,9250.0,9090.0,9180.0,4100.0
2012-06-20,9250.0,9330.0,9240.0,9290.0,6000.0
2012-06-21,9380.0,9620.0,9380.0,9450.0,15300.0
2012-06-22,9340.0,9540.0,9330.0,9530.0,8500.0
2012-06-25,9450.0,9500.0,9220.0,9230.0,11600.0
2012-06-26,9120.0,9260.0,9090.0,9140.0,25600.0
2012-06-27,9090.0,9190.0,9030.0,9190.0,17400.0
2012-06-28,9240.0,9270.0,9180.0,9260.0,7400.0
2012-06-29,9160.0,9340.0,9140.0,9300.0,11200.0
2012-07-02,9390.0,9410.0,9280.0,9280.0,11600.0
2012-07-03,9290.0,9480.0,9280.0,9460.0,10300.0
2012-07-04,9530.0,9700.0,9530.0,9670.0,11500.0
2012-07-05,9660.0,9770.0,9590.0,9590.0,6900.0
2012-07-06,9500.0,9550.0,9360.0,9500.0,9100.0
2012-07-09,9400.0,9400.0,9350.0,9380.0,5300.0
2012-07-10,9460.0,9490.0,9280.0,9280.0,4600.0
2012-07-11,9250.0,9310.0,9210.0,9290.0,6100.0
2012-07-12,9300.0,9300.0,9110.0,9120.0,5800.0
2012-07-13,8990.0,9030.0,8940.0,8940.0,12700.0
2012-07-17,8990.0,8990.0,8920.0,8930.0,3800.0
2012-07-18,8900.0,8900.0,8790.0,8800.0,6000.0
2012-07-19,8770.0,8820.0,8740.0,8750.0,9900.0
2012-07-20,8750.0,8750.0,8580.0,8580.0,9400.0
2012-07-23,8430.0,8580.0,8380.0,8440.0,26700.0
2012-07-24,8450.0,8470.0,8270.0,8290.0,15200.0
2012-07-25,8250.0,8250.0,8060.0,8110.0,10700.0
2012-07-26,8360.0,8570.0,8150.0,8480.0,18600.0
2012-07-27,8630.0,8840.0,8550.0,8750.0,17900.0
2012-07-30,8630.0,8840.0,8550.0,8750.0,0.0
2012-07-31,8700.0,8790.0,8680.0,8730.0,11100.0
2012-08-01,8670.0,8690.0,8400.0,8440.0,9400.0
2012-08-02,8500.0,8640.0,8370.0,8570.0,19800.0
2012-08-03,8370.0,8430.0,8300.0,8340.0,8800.0
2012-08-06,8390.0,8420.0,8280.0,8330.0,6600.0
2012-08-07,8300.0,8340.0,8240.0,8330.0,2400.0
2012-08-08,8360.0,8490.0,8350.0,8370.0,8800.0
2012-08-09,8360.0,8600.0,8360.0,8600.0,18100.0
2012-08-10,8550.0,8700.0,8500.0,8580.0,4800.0
2012-08-13,8530.0,8600.0,8530.0,8580.0,3500.0
2012-08-14,8620.0,8640.0,8330.0,8360.0,9900.0
2012-08-15,8380.0,8460.0,8330.0,8460.0,3600.0
2012-08-16,8460.0,8780.0,8400.0,8780.0,9800.0
2012-08-17,8730.0,8830.0,8680.0,8760.0,16000.0
2012-08-20,8760.0,8870.0,8700.0,8720.0,5900.0
2012-08-21,8860.0,8960.0,8850.0,8910.0,5700.0
2012-08-22,8880.0,8880.0,8760.0,8840.0,5500.0
2012-08-23,8810.0,8950.0,8700.0,8950.0,4200.0
2012-08-24,8880.0,8920.0,8850.0,8890.0,1300.0
2012-08-27,8910.0,9050.0,8890.0,8950.0,4500.0
2012-08-28,9010.0,9050.0,8800.0,8850.0,13200.0
2012-08-29,8870.0,9020.0,8870.0,9010.0,4900.0
2012-08-30,9050.0,9060.0,8830.0,8880.0,8700.0
2012-08-31,8820.0,8870.0,8710.0,8720.0,5800.0
2012-09-03,8730.0,8820.0,8620.0,8670.0,11800.0
2012-09-04,8670.0,8720.0,8570.0,8720.0,8800.0
2012-09-05,8720.0,8730.0,8660.0,8670.0,5000.0
2012-09-06,8590.0,8650.0,8590.0,8650.0,4000.0
2012-09-07,8800.0,8840.0,8610.0,8650.0,5200.0
2012-09-10,8650.0,8810.0,8590.0,8810.0,4700.0
2012-09-11,8670.0,8720.0,8670.0,8710.0,5400.0
2012-09-12,8720.0,9040.0,8710.0,9030.0,9900.0
2012-09-13,9090.0,9380.0,9090.0,9320.0,18600.0
2012-09-14,9300.0,9550.0,9250.0,9530.0,96200.0
2012-09-18,9800.0,9800.0,10020.0,10020.0,21200.0
2012-09-19,10080.0,10200.0,10080.0,10090.0,20700.0
2012-09-20,10040.0,9750.0,10040.0,9750.0,14000.0
2012-09-21,9650.0,9790.0,9600.0,9760.0,13600.0
2012-09-24,9780.0,9860.0,9680.0,9690.0,8700.0
2012-09-25,9780.0,9860.0,9680.0,9690.0,0.0
2012-09-26,10080.0,9890.0,10080.0,9890.0,17700.0
2012-09-27,9860.0,9930.0,9760.0,9900.0,9800.0
2012-09-28,10160.0,9940.0,10160.0,9940.0,20000.0
2012-10-01,9950.0,9950.0,10060.0,10060.0,7900.0
2012-10-02,10070.0,10490.0,10070.0,10390.0,15000.0
2012-10-03,10650.0,10850.0,10600.0,10840.0,17600.0
2012-10-04,10860.0,11020.0,10630.0,10980.0,18000.0
2012-10-05,10790.0,11090.0,10660.0,11070.0,20200.0
2012-10-09,10910.0,10930.0,10520.0,10570.0,18700.0
2012-10-10,10320.0,10320.0,10170.0,10170.0,17600.0
2012-10-11,10110.0,10400.0,10100.0,10220.0,15600.0
2012-10-12,10220.0,10400.0,10100.0,10160.0,13500.0
2012-10-15,10110.0,10370.0,10090.0,10350.0,7700.0
2012-10-16,10480.0,10580.0,10410.0,10580.0,9000.0
2012-10-17,10730.0,10770.0,10450.0,10490.0,10200.0
2012-10-18,10660.0,10740.0,10650.0,10680.0,11600.0
2012-10-19,10570.0,10580.0,10320.0,10380.0,20200.0
2012-10-22,10200.0,10480.0,10160.0,10450.0,12400.0
2012-10-23,10590.0,10630.0,10420.0,10470.0,4900.0
2012-10-24,10530.0,10570.0,10300.0,10310.0,7800.0
2012-10-25,10530.0,10570.0,10300.0,10310.0,0.0
2012-10-26,10490.0,10650.0,10280.0,10310.0,26600.0
2012-10-29,10250.0,10330.0,10100.0,10160.0,13000.0
2012-10-30,10190.0,10350.0,10050.0,10050.0,22900.0
2012-10-31,10180.0,10300.0,10130.0,10230.0,8500.0
2012-11-01,10240.0,10330.0,10180.0,10300.0,9800.0
2012-11-02,10380.0,10380.0,10200.0,10230.0,12000.0
2012-11-05,10220.0,10230.0,10100.0,10160.0,9300.0
2012-11-06,10020.0,10140.0,10020.0,10050.0,6200.0
2012-11-07,10110.0,10190.0,10070.0,10140.0,7800.0
2012-11-08,10060.0,10090.0,10000.0,10040.0,7600.0
2012-11-09,9920.0,9930.0,9740.0,9850.0,13200.0
2012-11-12,9700.0,9750.0,9520.0,9520.0,13200.0
2012-11-13,9650.0,9880.0,9650.0,9860.0,27300.0
2012-11-14,9840.0,9840.0,10190.0,10190.0,19500.0
2012-11-15,10260.0,10430.0,10260.0,10390.0,12300.0
2012-11-16,10500.0,10620.0,10400.0,10570.0,21200.0
2012-11-19,11000.0,11000.0,10470.0,10680.0,18100.0
2012-11-20,10740.0,10740.0,10280.0,10290.0,30000.0
2012-11-21,10410.0,10470.0,10080.0,10150.0,29800.0
2012-11-22,10380.0,10430.0,10280.0,10390.0,27900.0
2012-11-26,10500.0,10510.0,10300.0,10360.0,25900.0
2012-11-27,10470.0,10490.0,10140.0,10140.0,34400.0
2012-11-28,10070.0,9990.0,10070.0,9990.0,20100.0
2012-11-29,10030.0,10130.0,10030.0,10090.0,16800.0
2012-11-30,10170.0,9950.0,10170.0,9950.0,22900.0
2012-12-03,10090.0,9670.0,10090.0,9670.0,32100.0
2012-12-04,9660.0,9930.0,9620.0,9890.0,22100.0
2012-12-05,9810.0,9850.0,9710.0,9740.0,20700.0
2012-12-06,9810.0,9830.0,9720.0,9770.0,28200.0
2012-12-07,9780.0,9780.0,9660.0,9670.0,19100.0
2012-12-10,9680.0,9690.0,9210.0,9250.0,60000.0
2012-12-11,9000.0,9000.0,8810.0,8870.0,66200.0
2012-12-12,9000.0,9050.0,8840.0,8940.0,43600.0
2012-12-13,9130.0,9130.0,9030.0,9070.0,34400.0
2012-12-14,9000.0,9030.0,8720.0,8730.0,198900.0
2012-12-17,8930.0,8930.0,8720.0,8830.0,48500.0
2012-12-18,8830.0,9030.0,8810.0,8960.0,23700.0
2012-12-19,9050.0,9120.0,8920.0,8970.0,52800.0
2012-12-20,9010.0,9010.0,8680.0,8750.0,82100.0
2012-12-21,8740.0,8790.0,8550.0,8550.0,67400.0
2012-12-25,8630.0,8730.0,8590.0,8640.0,22300.0
2012-12-26,8670.0,8680.0,8540.0,8590.0,37000.0
2012-12-27,8630.0,8840.0,8610.0,8720.0,64700.0
2012-12-28,8630.0,8840.0,8610.0,8720.0,0.0
2013-01-04,9370.0,9370.0,9050.0,9180.0,93600.0
2013-01-07,9210.0,9210.0,8950.0,8950.0,49100.0
2013-01-08,8920.0,8920.0,8680.0,8690.0,52100.0
2013-01-09,8570.0,8690.0,8500.0,8540.0,57000.0
2013-01-10,8590.0,8660.0,8570.0,8580.0,33000.0
2013-01-11,8710.0,9090.0,8680.0,9060.0,54300.0
2013-01-15,9210.0,9310.0,8750.0,9020.0,54900.0
2013-01-16,9170.0,9250.0,9010.0,9140.0,27000.0
2013-01-17,9250.0,9470.0,9250.0,9370.0,68500.0
2013-01-18,9550.0,9600.0,9340.0,9380.0,41600.0
2013-01-21,9420.0,9420.0,9210.0,9240.0,28300.0
2013-01-22,9220.0,9270.0,9100.0,9120.0,25200.0
2013-01-23,9050.0,9270.0,9040.0,9200.0,22600.0
2013-01-24,9080.0,9170.0,9040.0,9060.0,32100.0
2013-01-25,9190.0,9280.0,9180.0,9260.0,12200.0
2013-01-28,9190.0,9280.0,9180.0,9260.0,0.0
2013-01-29,9740.0,9740.0,9380.0,9550.0,49500.0
2013-01-30,9520.0,9600.0,9350.0,9350.0,58000.0
2013-01-31,9050.0,9080.0,8680.0,8870.0,146900.0
2013-02-01,9000.0,9010.0,8770.0,8820.0,51700.0
2013-02-04,8860.0,8900.0,8720.0,8780.0,42300.0
2013-02-05,8740.0,8800.0,8690.0,8710.0,64700.0
2013-02-06,8790.0,8900.0,8670.0,8800.0,43200.0
2013-02-07,8830.0,8940.0,8770.0,8900.0,30200.0
2013-02-08,8910.0,8910.0,8710.0,8710.0,42700.0
2013-02-12,8750.0,8810.0,8670.0,8680.0,29700.0
2013-02-13,8630.0,8760.0,8600.0,8710.0,15800.0
2013-02-14,8700.0,8700.0,8610.0,8620.0,13200.0
2013-02-15,8600.0,8600.0,8340.0,8440.0,38600.0
2013-02-18,8520.0,8810.0,8510.0,8810.0,27400.0
2013-02-19,8720.0,8810.0,8680.0,8680.0,23700.0
2013-02-20,8720.0,8810.0,8720.0,8760.0,21900.0
2013-02-21,8740.0,8950.0,8740.0,8870.0,30300.0
2013-02-22,8790.0,8980.0,8790.0,8900.0,29600.0
2013-02-25,9050.0,9080.0,8970.0,9040.0,28700.0
2013-02-26,8980.0,9130.0,8970.0,9080.0,19100.0
2013-02-27,9000.0,9020.0,8890.0,8910.0,19600.0
2013-02-28,8950.0,9050.0,8920.0,8990.0,16300.0
2013-03-01,8990.0,9110.0,8940.0,9030.0,17000.0
2013-03-04,9100.0,9230.0,9100.0,9210.0,15300.0
2013-03-05,9290.0,9310.0,9250.0,9250.0,12000.0
2013-03-06,9310.0,9320.0,9170.0,9180.0,26200.0
2013-03-07,9260.0,9700.0,9250.0,9620.0,60700.0
2013-03-08,9900.0,9900.0,10330.0,10330.0,353900.0
2013-03-11,10630.0,10800.0,10560.0,10780.0,78400.0
2013-03-12,10750.0,10750.0,10520.0,10570.0,57100.0
2013-03-13,10500.0,10860.0,10410.0,10820.0,51200.0
2013-03-14,10850.0,10850.0,10400.0,10550.0,48900.0
2013-03-15,10580.0,10730.0,10580.0,10660.0,43900.0
2013-03-18,10540.0,10660.0,10490.0,10570.0,38300.0
2013-03-19,10650.0,10850.0,10560.0,10590.0,33500.0
2013-03-21,10600.0,10700.0,10500.0,10530.0,43700.0
2013-03-22,10470.0,10600.0,10380.0,10380.0,43900.0
2013-03-25,10370.0,10530.0,10220.0,10380.0,44400.0
2013-03-26,10370.0,10530.0,10220.0,10380.0,0.0
2013-03-27,10110.0,10250.0,10000.0,10210.0,35900.0
2013-03-28,10350.0,10380.0,10150.0,10160.0,20200.0
2013-03-29,10170.0,10190.0,10020.0,10020.0,45600.0
2013-04-01,10040.0,9890.0,10040.0,9890.0,25500.0
2013-04-02,9760.0,9860.0,9650.0,9760.0,31700.0
2013-04-03,9760.0,9950.0,9730.0,9950.0,26400.0
2013-04-04,9800.0,9800.0,10060.0,10060.0,44300.0
2013-04-05,10410.0,10500.0,10150.0,10290.0,83200.0
2013-04-08,10580.0,10720.0,10560.0,10650.0,88800.0
2013-04-09,10760.0,10760.0,10550.0,10640.0,28300.0
2013-04-10,10760.0,10760.0,10550.0,10640.0,0.0
2013-04-11,12100.0,12250.0,11690.0,11740.0,67600.0
2013-04-12,11550.0,11610.0,11350.0,11380.0,56300.0
2013-04-15,11360.0,11700.0,11300.0,11430.0,34300.0
2013-04-16,11150.0,11460.0,11100.0,11330.0,47900.0
2013-04-17,11410.0,11440.0,11250.0,11300.0,32000.0
2013-04-18,11460.0,11850.0,11400.0,11460.0,53100.0
2013-04-19,11460.0,11630.0,11440.0,11490.0,26900.0
2013-04-22,11680.0,11760.0,11570.0,11640.0,23000.0
2013-04-23,11720.0,11720.0,11280.0,11430.0,18500.0
2013-04-24,11650.0,12030.0,11580.0,12030.0,44800.0
2013-04-25,11650.0,12030.0,11580.0,12030.0,0.0
2013-04-26,11070.0,11180.0,10540.0,10550.0,64700.0
2013-04-30,10780.0,10870.0,10620.0,10720.0,31900.0
2013-05-01,10650.0,10690.0,10440.0,10440.0,24300.0
2013-05-02,10440.0,10660.0,10440.0,10560.0,15900.0
2013-05-07,10970.0,10980.0,10810.0,10840.0,26400.0
2013-05-08,10880.0,11000.0,10840.0,10890.0,26700.0
2013-05-09,10960.0,11030.0,10840.0,10850.0,13100.0
2013-05-10,11100.0,11160.0,10800.0,10810.0,53900.0
2013-05-13,10930.0,10960.0,10810.0,10880.0,24900.0
2013-05-14,10860.0,10960.0,10850.0,10890.0,15400.0
2013-05-15,10860.0,10960.0,10850.0,10890.0,0.0
2013-05-16,10860.0,10960.0,10850.0,10890.0,0.0
2013-05-17,11330.0,11330.0,11150.0,11220.0,25200.0
2013-05-20,11340.0,11410.0,11100.0,11100.0,28100.0
2013-05-21,11100.0,11540.0,11100.0,11430.0,27700.0
2013-05-22,11620.0,11660.0,11310.0,11310.0,31300.0
2013-05-23,11620.0,11660.0,11310.0,11310.0,0.0
2013-05-24,10690.0,10930.0,10380.0,10670.0,72700.0
2013-05-27,10410.0,10590.0,10390.0,10480.0,22700.0
2013-05-28,10260.0,10320.0,10060.0,10170.0,36400.0
2013-05-29,10350.0,10580.0,10300.0,10360.0,33100.0
2013-05-30,10060.0,10370.0,10060.0,10090.0,47600.0
2013-05-31,10110.0,10350.0,10060.0,10130.0,21700.0
2013-06-03,10050.0,9880.0,10050.0,9880.0,33700.0
2013-06-04,9780.0,9970.0,9610.0,9970.0,28400.0
2013-06-05,10000.0,9580.0,10000.0,9580.0,22100.0
2013-06-06,9500.0,9690.0,9280.0,9340.0,29900.0
2013-06-07,9090.0,9540.0,9080.0,9350.0,31700.0
2013-06-10,9470.0,9780.0,9360.0,9780.0,20600.0
2013-06-11,9720.0,9840.0,9550.0,9550.0,29700.0
2013-06-12,9500.0,9500.0,9280.0,9470.0,22800.0
2013-06-13,9240.0,9480.0,9100.0,9370.0,26300.0
2013-06-14,9520.0,9840.0,9520.0,9540.0,251700.0
2013-06-17,9520.0,9840.0,9520.0,9540.0,0.0
2013-06-18,10350.0,10490.0,10290.0,10460.0,21000.0
2013-06-19,10680.0,11090.0,10680.0,11010.0,37900.0
2013-06-20,10820.0,11010.0,10820.0,10840.0,32200.0
2013-06-21,10600.0,11090.0,10560.0,10930.0,26600.0
2013-06-24,10950.0,11030.0,10750.0,10910.0,14500.0
2013-06-25,10830.0,10830.0,10600.0,10670.0,19900.0
2013-06-26,10820.0,11180.0,10790.0,11000.0,21900.0
2013-06-27,10980.0,11150.0,10920.0,10970.0,20200.0
2013-06-28,11220.0,11710.0,11220.0,11660.0,47800.0
2013-07-01,11860.0,11860.0,11450.0,11670.0,17000.0
2013-07-02,11740.0,11770.0,11520.0,11660.0,22200.0
2013-07-03,11600.0,11750.0,11600.0,11650.0,18100.0
2013-07-04,11630.0,11870.0,11630.0,11720.0,11600.0
2013-07-05,11830.0,12050.0,11830.0,11990.0,19900.0
2013-07-08,12100.0,12250.0,11660.0,11790.0,19400.0
2013-07-09,12010.0,12180.0,12010.0,12160.0,22400.0
2013-07-10,12240.0,12290.0,11990.0,12230.0,33000.0
2013-07-11,12200.0,12250.0,12060.0,12200.0,13600.0
2013-07-12,12170.0,12400.0,12060.0,12080.0,38500.0
2013-07-16,12200.0,12720.0,12020.0,12720.0,1320900.0
2013-07-17,12200.0,12720.0,12020.0,12720.0,0.0
2013-07-18,13260.0,13270.0,12830.0,13050.0,2107800.0
2013-07-19,13260.0,13270.0,12830.0,13050.0,0.0
2013-07-22,13260.0,13270.0,12830.0,13050.0,0.0
2013-07-23,14000.0,14090.0,13700.0,13910.0,1597800.0
2013-07-24,13800.0,14430.0,13750.0,14020.0,1612800.0
2013-07-25,14020.0,14080.0,13430.0,13470.0,1036500.0
2013-07-26,13260.0,13670.0,13120.0,13200.0,1026300.0
2013-07-29,12960.0,13350.0,12820.0,12870.0,951500.0
2013-07-30,12770.0,13240.0,12680.0,13070.0,665900.0
2013-07-31,12970.0,13030.0,12420.0,12420.0,962900.0
2013-08-01,12970.0,13030.0,12420.0,12420.0,0.0
2013-08-02,13110.0,13260.0,12930.0,13230.0,764200.0
2013-08-05,13010.0,13190.0,12880.0,13000.0,436000.0
2013-08-06,12960.0,13660.0,12950.0,13530.0,1010100.0
2013-08-07,13250.0,13330.0,13010.0,13010.0,661800.0
2013-08-08,12900.0,13170.0,12600.0,12680.0,683800.0
2013-08-09,12750.0,12880.0,12580.0,12620.0,461700.0
2013-08-12,12590.0,12600.0,12240.0,12300.0,606500.0
2013-08-13,12590.0,12640.0,12420.0,12490.0,412200.0
2013-08-14,12660.0,12880.0,12390.0,12630.0,497100.0
2013-08-15,12420.0,12510.0,12320.0,12450.0,361800.0
2013-08-16,12320.0,12350.0,12110.0,12200.0,456000.0
2013-08-19,12140.0,12420.0,12110.0,12400.0,361300.0
2013-08-20,12260.0,12380.0,12030.0,12030.0,555300.0
2013-08-21,12020.0,12320.0,12010.0,12170.0,617100.0
2013-08-22,12080.0,12200.0,12040.0,12100.0,311300.0
2013-08-23,12300.0,12430.0,12100.0,12110.0,576800.0
2013-08-26,12210.0,12310.0,12160.0,12220.0,197500.0
2013-08-27,12340.0,12540.0,12170.0,12350.0,430000.0
2013-08-28,12120.0,12160.0,11930.0,11990.0,513300.0
2013-08-29,12060.0,12080.0,11510.0,11840.0,887800.0
2013-08-30,11730.0,11740.0,11070.0,11120.0,1445500.0
2013-09-02,11300.0,11510.0,11210.0,11300.0,829900.0
2013-09-03,11540.0,11930.0,11540.0,11860.0,853700.0
2013-09-04,11810.0,12280.0,11760.0,12190.0,924000.0
2013-09-05,12160.0,12170.0,12060.0,12150.0,499300.0
2013-09-06,12140.0,12170.0,11800.0,11850.0,664400.0
2013-09-09,11150.0,11200.0,10680.0,10860.0,2109300.0
2013-09-10,11000.0,11100.0,10640.0,10760.0,1278700.0
2013-09-11,10870.0,11030.0,10720.0,11000.0,1020200.0
2013-09-12,11000.0,11080.0,10760.0,10910.0,596700.0
2013-09-13,10850.0,10980.0,10750.0,10820.0,573600.0
2013-09-17,10970.0,11020.0,10810.0,10850.0,418200.0
2013-09-18,10960.0,11060.0,10910.0,10930.0,630200.0
2013-09-19,11060.0,11090.0,10940.0,11090.0,483600.0
2013-09-20,11480.0,11730.0,11350.0,11560.0,1493600.0
2013-09-24,11560.0,11730.0,11430.0,11500.0,845100.0
2013-09-25,11520.0,11590.0,11430.0,11520.0,436400.0
2013-09-26,11630.0,11680.0,11380.0,11480.0,573800.0
2013-09-27,11500.0,11530.0,11410.0,11420.0,534100.0
2013-09-30,11320.0,11320.0,11120.0,11130.0,494400.0
2013-10-01,11140.0,11250.0,11130.0,11170.0,478500.0
2013-10-02,11240.0,11240.0,10820.0,10870.0,697300.0
2013-10-03,10760.0,11000.0,10730.0,10890.0,548800.0
2013-10-04,10750.0,11040.0,10710.0,10990.0,472100.0
2013-10-07,10920.0,10950.0,10670.0,10800.0,475900.0
